cluster,article_count,cluster_subject_en,coherent,confidence,rationale,model,prompt_version,context_hash,representative_titles,approved_cluster_subject_en,review_status,review_notes
n_32,60,Ny-Ålesund community,True,high,"Most articles concern Ny-Ålesund as a research settlement and historic community, including Kings Bay, research facilities, infrastructure, restored buildings, mining heritage, and local events. A few profiles and Longyearbyen-based stories are peripheral outliers.",gpt-5.6-sol,contextual-cluster-label-v1,f665d19fc73d5cae6ec2fc43532fafb8d80ebeb3c54349e961ef87d39d15f065,"[""What Anundsen Knows"", ""The Czechs Make Their Mark in the North"", ""The grand old building is ready"", ""More research buildings needed"", ""Refreshing Scout Camp"", ""Memories of Kings Bay"", ""The Amundsen Villa Restored to Its Original Appearance"", ""Kings Bay Veterans’ Club"", ""Cultural Treasure on the Walls"", ""Even — Full of Life and Quiet Mischief!"", ""Giving with Love"", ""Weather Turns Against Climate Conference"", ""Cultural Heritage Site of the Week"", ""Ny-Ålesund Cut Off"", ""More Want to Conduct Research in Ny-Ålesund"", ""Esso Norway Puts Pressure on Kings Bay"", ""Researcher Record in Ny-Ålesund"", ""Dispute Threatens Ny-Ålesund"", ""High Priest of Prestrud"", ""Those Who Have Chosen This Life Are Strong Enough to Do What They Want""]",Ny-Ålesund community,approved,Generated English label approved.
n_33,147,Trust Arktikugol operations,False,medium,"Most articles concern Trust Arktikugol’s mining, tourism, buildings, management and helicopter operations in Barentsburg and Pyramiden. However, the cluster also contains distinct subjects such as the Governor’s helicopter procurement, Arctic geopolitics, Longyearbyen clean-up efforts and unrelated heritage cases.",gpt-5.6-sol,contextual-cluster-label-v1,a9de1e70bdcdee1ae6cf55355502f8d6e452d2746ac59783fe67f29d53637d7b,"[""Closed until March"", ""Working to prevent cultural heritage from being destroyed"", ""Helicopter Contract Goes to Lufttransport"", ""Expects New Tensions in the Arctic"", ""Seeking Broader Cooperation on Clean-Up Efforts"", ""Airlift left out of the running"", ""Airlift Crew Secures Jobs"", ""Tensions Linked to the Mine"", ""The Mine Has Reopened"", ""Fears further fires in Barentsburg"", ""Dislikes Aid Shipment"", ""Steps down as director-general"", ""Preserving Pyramiden"", ""Railway to Svea and Colesbukta"", ""Tourism Will Soon Generate as Much Revenue as Coal"", ""The girl from the cowshed"", ""Picturesque Illegality"", ""New Court Hearing for Trust Arktikugol"", ""Russians Fly Commercially"", ""Not Allowed to Fly""]",Trust Arktikugol operations,approved,Generated English label approved.
n_34,33,Governor of Svalbard,False,medium,"Most articles concern the Governor’s Office, especially appointments, staffing, powers, resources, and emergency preparedness. However, the cluster also contains unrelated avalanche-survivor accounts and broader telecommunications and crime-policy stories, so it is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,3f641f0bc6ec00439a0a6868a70ad1f1886420575452b3ae8289813b3044a27c,"[""“I Have Seen Things No 16-Year-Old Should Have to See”"", ""Wants to Monitor Commuters"", ""Many want to become head of environmental protection"", ""This Is Where Anne Was Buried"", ""Successor Appointed"", ""Here Is the New Environmental Protection Officer"", ""The Governor cannot find staff"", ""Compensation for Rune B. Hansen"", ""Need More Space"", ""Ingerø is not satisfied"", ""Askholt Applies for Top Job"", ""Need for Access"", ""Changing Guard in Svalbard"", ""Returns as Governor of Svalbard"", ""Departures on the Horizon"", ""Svalbard’s Loophole"", ""Applies for Job in Home County"", ""Trapper Wants to Become Governor"", ""“Emergency Preparedness Must Be Followed Up”"", ""Effectively isolated""]",Governor of Svalbard,approved,Generated English label approved.
n_35,39,Future of Coal Mining,True,high,"The articles consistently concern the political, economic, environmental, and community debate over continuing or ending coal mining, particularly Store Norske’s operations, state support, and the transition to other industries.",gpt-5.6-sol,contextual-cluster-label-v1,bd8f519a88769e35bf0840f4e8ef71f4bf76eaaeadd225b7d32ec4ae29946f1c,"[""Plans to Invest in Industrial Coal"", ""Met with the Standing Committee on Business and Industry"", ""Welcomes New Svalbard White Paper"", ""Coal and Pensions"", ""The mining industry is a long-term enterprise"", ""Taking the Lead"", ""Dear Linda Bakken"", ""As Everyone Knows, the World Is Not Ideal"", ""I Am an Environmental Pig"", ""Is Svalbard Coal a Threat to Local Development and Research?"", ""Is the Green Transition a Threat to Longyearbyen and Store Norske?"", ""With a Clean Slate—and Crayons to Go"", ""Plans to End Coal Mining"", ""“Time for Svalbard to Look Inward”"", ""Rotevatn’s voilà"", ""“The Crisis Isn’t Over”"", ""Store Norske’s Bailout Package"", ""Mæland wants to join the team"", ""The Deafening Silence Afterwards"", ""Industrial expertise and credible sovereignty""]",Future of Coal Mining,approved,Generated English label approved.
n_36,50,Store Norske corporate affairs,True,medium,"The cluster centers on Store Norske’s management, contracts, financing, lawsuits and corruption cases, especially those linked to former CEO Robert Hermansen. A few personal Hermansen stories are peripheral but remain connected to his Store Norske role and its aftermath.",gpt-5.6-sol,contextual-cluster-label-v1,32128e12632717a2d523b7d472a3a5d3a87acbfd8d07f97091288c0c272811b1,"[""Dispute over Robert Hermansen"", ""Store Norske Appeals the Svea Judgment"", ""Settlement after million-kroner lawsuit"", ""Denied Purchase of Hermansen’s Cabin Palace"", ""NOK 250 Million for Store Norske"", ""Corruption Charges Put Cooperation to the Test"", ""“Red Robert” on NRK"", ""Claims LNS Was Underpaid"", ""When Robert Came Home"", ""LNS Senior Management Steps Down"", ""Norden Takes Over from Jebsens"", ""“The loan was a huge blunder”"", ""Terminates Agreement with Jebsen"", ""Agreement Reached"", ""Robert in the Running to Chair TIL Board?"", ""Buying Hermansen’s cabin"", ""Prosecution seeks prison sentence"", ""Svea Nord Fire in District Court"", ""The Last Word"", ""Sentenced to prison""]",Store Norske corporate affairs,approved,Generated English label approved.
n_37,40,Protected Area Management,True,medium,"The cluster is dominated by management plans, access restrictions, environmental regulations, and tourism controls in nature reserves and national parks, especially in eastern and western Svalbard. Several articles concern cruise operators’ conduct within this framework. A few pieces on personal profiles, coal shipping, and petroleum planning are outliers, so confidence is moderate.",gpt-5.6-sol,contextual-cluster-label-v1,5297eef316da1097d931254805f9cb5e6892f1bc7f331c1f51bcbd1c5fb68d15,"[""Stormur and Guro"", ""Could Make the World Heritage List"", ""Forcing Cruise Ships Away from Svalbard"", ""Meets Cleanup Operators"", ""Allowed to Ship Svea Coal This Winter"", ""The Fox Guarding the Henhouse"", ""Eight areas closed"", ""Svalbard Environmental Protection Act in Parliament"", ""A Bad Signal"", ""Tourists Could Be Shut Out"", ""Fears of tighter restrictions in the west"", ""Part of the World"", ""Tighter restrictions in the east"", ""Absolution for sins"", ""Another Round on Protected Areas"", ""Protected Noise"", ""Proposes closing eastern areas"", ""Outraged by Walrus Harassment"", ""Feast in the Ice"", ""Svalbard to Be Assessed for Use""]",Protected Area Management,approved,Generated English label approved.
n_38,58,Store Norske financial crisis,True,high,"The articles consistently cover Store Norske’s financial losses, state-backed crisis loans, restructuring, mine shutdown risks, layoffs, and the resulting uncertainty for Longyearbyen.",gpt-5.6-sol,contextual-cluster-label-v1,510e97f6f51f34759808c8976e60568910c81f254f9fb671044123c147aa5962,"[""Here is the plan"", ""She Has to Make the Cuts"", ""Mæland Will Take Her Time"", ""Good reason for concern"", ""“The Best We Could Have Hoped For”"", ""“We Must Not Pretend This Is Not a Challenge”"", ""Store Norske Asks for NOK 450 Million"", ""“The coal crisis came faster than expected”"", ""Risk That Coal Mining Could Be Phased Out"", ""“We Have to Move On, and I’m Mainly Thinking About the Organisation and the Uncertainty”"", ""Proposes restructuring operations"", ""Crisis Loan Approved for Store Norske"", ""“This Is Something We Could Have Done Without”"", ""Predicts Eternal Rest for Lunckefjell"", ""Dramatic End to the Year"", ""Information Drought from the Owners"", ""“I’m Far from Satisfied”"", ""Heading for a Huge Deficit"", ""Doesn’t want to lose colleagues"", ""Employees Called in for Individual Meetings""]",Store Norske financial crisis,approved,Generated English label approved.
n_39,66,Maritime safety oversight,True,medium,"The articles consistently concern oversight of vessel operations, including pilotage rules, glacier-front safety, marine accidents, court cases, navigation hazards, ship registration, monitoring, and enforcement. A few items focus more narrowly on labor or fisheries compliance, but they remain within the broader maritime regulatory sphere.",gpt-5.6-sol,contextual-cluster-label-v1,b6bcf2210b29c1510e88a9f39e1d294591b5fb585763b408f444ecb263de1e2d,"[""Documents kept off the record"", ""NIS Deadline Postponed"", ""Hunting for hidden shoals"", ""Lost the Appeal"", ""Heavy fine for missing report"", ""LO warns against NIS"", ""An Exam in the High Arctic"", ""Breached Pilotage Regulations"", ""Money and Politics"", ""Hornsund accident goes to court"", ""New requirements for tourist boats"", ""No Answers About Glacier Accident"", ""Hornsund Case Reaches Supreme Court"", ""Let the court decide"", ""Acquitted in Nord-Troms District Court"", ""Beauty – and experience"", ""Propose Safe Corridors"", ""The Coast Guard in a New Role"", ""Justice Minister Briefed on Grounding"", ""Hopes to Begin Pumping on Wednesday""]",Maritime safety oversight,approved,Generated English label approved.
n_4,52,Space science infrastructure,False,low,"The dominant thread is infrastructure for satellite, geodetic, atmospheric and auroral research, including SvalSat, EISCAT, observatories and supporting fibre-optic cables. However, the cluster also contains distinct subjects such as rocket incidents, radon testing, seabed wrecks and meteorological fieldwork, so it does not form a single clean topic.",gpt-5.6-sol,contextual-cluster-label-v1,95e3cea4a1380e90ea0cc90cd7131fcd4ad2c66ea31979251d5515a172ba88d2,"[""Radon Measurements Completed"", ""Possible third cable"", ""Giant Rocket Falls Into the Sea"", ""No breach of the Svalbard Treaty"", ""Secrets of the Night Sky’s Light"", ""Nine Places to Keep Clear Of"", ""A Colossally Heavy Subsea Cable Operation"", ""Build a Space Technology Cluster in the North"", ""New Agreement Secures Year-Round Operations"", ""SvalSat Continues to Grow"", ""Construction of Eiscat Antenna Postponed"", ""A Lofty Study"", ""Thank You to KSAT"", ""Fiber-Optic Cable to Ny-Ålesund"", ""Aiming High in Ny-Ålesund"", ""Observatory approved"", ""Down to the Millimetre"", ""Climate Measurements Set to Improve"", ""Brought Together from All Corners of the World"", ""Omid Thinks He Saw Space Junk""]",Space Research Infrastructure,approved,English label revised during manual review.
n_40,87,Polar Bears,False,medium,"The dominant subject is polar bears, particularly research, tagging, anaesthesia, movements, encounters, and conservation. However, several representative articles concern unrelated topics such as cabin administration, lighting, protected wetlands, station inspections, and polar history, so the cluster is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,d5bbd8966c06b0ff5cd7c0e3d67fc4a813ef95dca5cd08686b540f3703342d84,"[""About Polar Bears and Reindeer"", ""“Forgotten” Polar Hero"", ""Granted New Protected Status"", ""Hornsund Best on Environmental Compliance"", ""Most Read in 2014"", ""Replacing Kerosene with LEDs"", ""Easter Cabins Assigned"", ""Wildlife Chased"", ""Compiling Polar Bear Incidents"", ""Lost the GPS Transmitter"", ""Died Completely Unexpectedly"", ""Bamse Wanders Around with a Nylon Loop Around His Neck"", ""Overheating killed the female polar bear"", ""About Polar Bears and Svalbard Reindeer"", ""Reports Polar Bear Tagging"", ""This Is Why the Polar Bear Died"", ""Studying the Effects of Anaesthesia"", ""Polar Bear Researchers Head to Kong Karls Land"", ""Polar bear application still being processed"", ""Polar bear stranded by the climate on Hopen""]",Polar Bears,approved,Generated English label approved.
n_41,43,Tourism industry,True,high,"The articles consistently concern tour operators, hotels, excursions, cruise services, booking systems, tourism regulation, and visitor safety. A few event-focused stories, such as the ice-cave collapse or wildlife at Isfjord Radio, remain connected to tourism sites and businesses.",gpt-5.6-sol,contextual-cluster-label-v1,f205d5f983ffad58f44d364c5895e0c5364d02cdb055c4d54578da35e7d04fac,"[""Cave-In in the Ice Cave"", ""Tourists Become Even More Important"", ""Snowmobile rentals too cheap"", ""“Polar Star” Ran Aground"", ""Tourists Trapped by Ice"", ""Funken to close early"", ""Tough Start for Spitsbergen Travel"", ""Full steam ahead?"", ""Going international"", ""Basecamp Takes Over Isfjord Radio"", ""Ice Cave Reopened"", ""Honored as a Cultural Heritage Site"", ""Struggling with bookings"", ""Backing Year-Round Operations"", ""A Thrush Turns Up"", ""Returning to Svalbard"", ""Met with Little Understanding"", ""“Polar Star” Cruise Cancelled"", ""Staying on the Mainland"", ""Barred from sailing to Greenland""]",Tourism industry,approved,Generated English label approved.
